18 "tree pattern matching is a fundamental operation that is used" "tree pattern matching is a fundamental operation that is used in a number of programming tasks such as mechanical theorem proving term rewriting symbolic computation and nonprocedural programming languages in this paper we present new sequential algorithms for nonlinear pattern matching in trees our algorithm improves upon know tree pattern matching algorithms in important aspects such as time performance ease of integration with several reduction strategies and ability to avoid unnecessary computation steps on match attempts that fail the expected time complexity of our algorithm is linear in the sum of the sizes of the two trees"
19 "the problem of generating random uniformly distributed binary trees is" "the problem of generating random uniformly distributed binary trees is considered a closed formula that counts the number of trees having a left subtee with k nodes kn is found by inverting the formula random trees with n nodes are generated according to the appropriate probability distribution determining the number of nodes in the left and right subtrees that can be generated recursively the procedure is shown to run in time on occupying an extra space in the order of on"
20 "in this paper it is shown that the method of" "in this paper it is shown that the method of matings due to andrews and bibel can be extended to firstorder languages with equality a decidable version of eunification called rigid eunification is introduced and it is shown that the method of equational matings remains complete when used in conjunction with rigid eunification checking that a family of mated sets is an equational mating is equivalent to the following restricted kind of eunification problem given eareimid in a family of n finite sets of equations and suivi midin a set of n pairs of terms is there a substitution q such that treating each set qei as a set of ground equations ie holding the variables in qei rigid qui and qvi are provably equal from qei for in equivalently is there a substitution q such that qui and qvi can be shown congruent from qei by the congruence closure method for in a substitution q solving the above problem is called a rigid ear unifier of s and a pair ears such that s has some rigid ear unifier is called an equational premating it is show that deciding whether a pair ears is an equational premating is an npcomplete problem"
21 "given a regular expression r of length p and a" "given a regular expression r of length p and a word a of length n the membership problem is to determine if a is in the language denoted by r an opnlgn time algorithm is presented that is based on a lgn speedup of the standard opn time simulation of rs nonderministic finite automaton on a using a combination of the nodelisting and fourrussians paradigms this result places a new worstcase upper bound on regular expression pattern matching moreover in practice the method provides an implementation that is faster than existing software for small regular expressions"
22 "in this paper it is shown that there is an" "in this paper it is shown that there is an algorithm that given by finite set e of ground equations produces a reduced canonical rewriting system r equivalent to e in polynomial time this algorithm based on congruence closure performs simplification steps guided by a total simplification ordering on ground terms and it runs in time on"
23 "this paper studies the problem of perfectly secure communication in" "this paper studies the problem of perfectly secure communication in general network in which processors and communication lines may be faulty lower bounds are obtained on the connectivity required for successful secure communication efficient algorithms are obtained that operate with this connectivity and rely on no complexitytheoretic assumptions these are the first algorithms for secure communication in a general network to simultaneously achieve the three goals of perfect secrecy perfect resiliency and worstcase time linear in the diameter of the network"
24 "consider the problem of generating bitmaps from character shapes given" "consider the problem of generating bitmaps from character shapes given as outlines the obvious scanconversion process does not produce acceptable results unless important features such as stem widths are carefully controlled during the scanconversion process this paper describes a method for automatically extracting the necessary feature information and generating highquality bitmaps without resorting to hand editing almost all of the work is done in a preprocessing step the result of which is an intermediate form that can be quickly converted into bitmaps once the font size and device resolution are known a heuristically defined system of linear equations describes how the ideal outlines should be distorted in order to produce the best possible results when scan converted in a straightforward manner the lovasz basis reduction algorithm then reduces the system of equations to a form that makes it easy to find an approximate solution subject to the constraint that some variables must be integers the heuristic information is of such a general nature that it applies equally well to roman fonts and japanese kanji"
25 "the minimum consistent dfa problem is that of finding a" "the minimum consistent dfa problem is that of finding a dfa with as few states as possible that is consistent with a given sample a finite collection of words each labeled as to whether the dfa found should accept or reject assuming that p np it is shown that for any constant k no polynomialtime algorithm can be guaranteed to find a consistent dfa with fewer than optk states where opt is the number of states in the minimum state dfa consistent with the sample this result holds even if the alphabet is of constant size two and if the algorithm is allowed to produce an nfa a regular expression or a regular grammar that is consistent with the sample a similar nonapproximability result is presented for the problem of finding small consistent linear grammars for the case of finding minimum consistent dfas when the alphabet is not of constant size but instead is allowed to vary with the problem specification the slightly stronger lower bound on approximability of opt egrlog logopt is shown for any egr"
26 "the edinburgh logical framework lf provides a means to define" "the edinburgh logical framework lf provides a means to define or present logics it is based on a general treatment of syntax rules and proofs by means of a typed lgrcalculus with dependent types syntax is treated in a style similar to but more general than martinlofs system of arities the treatment of rules and proofs focuses on his notion of a judgment logics are represented in lf via a new principle the judgments as types principle whereby each judgment is identified with the type of its proofs this allows for a smooth treatment of discharge and variable occurence conditions and leads to a uniform treatment of rules and proofs whereby rules are viewed as proofs of higherorder judgments and proof checking is reduced to type checking the practical benefit of our treatment of formal systems is that logicindependent tools such as proof editors and proof checkers can be constructed"
27 "a readonce formula is a boolean formula in which each" "a readonce formula is a boolean formula in which each variable occurs at most once such formulas are also called mgrformulas or boolean trees this paper treats the problem of exactly identifying an unknown readonce formula using specific kinds of queries the main results are a polynomialtime algorithm for exact identification of monotone readonce formulas using only membership queries and a polynomialtime algorithm for exact identification of general readonce formulas using equivalence and membership queries a protocol based on the notion of a minimally adequate teacher the results of the authors improve on valiants previous results for readonce formulas it is also shown that no polynomialtime algorithm using only membership queries or only equivalence queries can exactly identify all readonce formulas"
28 "in practice almost all dynamic systems require decisions to be" "in practice almost all dynamic systems require decisions to be made online without full knowledge of their future impact on the system a general model for the processing of sequences of tasks is introduced and a general online decision algorithm is developed it is shown that for an important class of special cases this algorithm is optimal among all online algorithms specifically a task system sd for processing sequences of tasks consists of a set s of states and a cost matrix d where di j is the cost of changing from state i to state j we assume that d satisfies the triangle inequality and all diagonal entries are the cost of processing a given task depends on the state of the system a schedule for a sequence t t tk of tasks is a sequence s ssk of states where si is the state in which ti is processed the cost of a schedule is the sum of all task processing costs and the state transition costs incurred an online scheduling algorithm is one that chooses si only knowing ttti such an algorithm is wcompetitive if on any input task sequence its cost is within an additive constant of w times the optimal offline schedule cost the competitive ratio ws d is the infimum w for which there is a wcompetitive online scheduling algorithm for sd it is shown that ws d s for every task system in which d is symmetric and ws d os for every task system finally randomized online scheduling algorithms are introduced it is shown that for the uniform task system in which dij for all ij the expected competitive ratio wsd ologs"
29 "nonoblivious hashing where information gathered from unsuccessful probes is used" "nonoblivious hashing where information gathered from unsuccessful probes is used to modify subsequent probe strategy is introduced and used to obtain the following results for static lookup on full tables an o time worstcase scheme that uses only logarithmic additional memory and no memory when the domain size is linear in the table size which improves upon previously linear space requirements an almost sure otime probabilistic worstcase scheme which uses no additional memory and which improves upon previously logarithmic time requirements enhancements to hashing and are solved for multikey recors where search can be performed under any key in time o these schemes also permit properties such as nearest neighbor and rank to be determined in logarithmic time"
30 "the efficiency of datalink protocols for reliable transmission of a" "the efficiency of datalink protocols for reliable transmission of a sequence of messages over nonfifo physical channels is discussed the transmission has to be online ie a message cannot be accessed by the transmitting station before the preceding message has been received three resources are considered the number of packets that have to be sent the number of headers and the amount of space required by the protocol three lower bounds are proved first the space required by any protocol for delivering n messages that uses less than n headers cannot be bounded by any function of n second the number of packets that have to be sent by any protocol that uses a fixed number of headers in order to deliver a message is linear in the number of packets that are delayed on the channel at the time the message is sent finally the notion of a probabilistic physical channel in which a packet can be delayed on the channel with probability q is introduced an exponential lower bound with overwhelming probability is proved on the number of packets that have to be sent by any datalink protocol using a fixed number of headers when it is implemented over a probabilistic physical channel"
31 "an investigation of interactive proof systems ipss where the verifier" "an investigation of interactive proof systems ipss where the verifier is a way probabilistic finite state automaton pfa is initiated in this model it is shown ipss in which the verifier uses private randomization are strictly more powerful than ipss in which the random choices of the verifier are made public to the prover ipss in which the verifier uses public randomization are strictly more powerful than pfas alone that is without a prover every language which can be accepted by some deterministic turing machine in exponential time can be accepted by some ips additional results concern two other classes of verifiers pfas that halt in polynomial expected time and way probabilistic pushdown automata that halt in polynomial time in particular ipss with verifiers in the latter class are as powerful as ipss where verifiers are polynomialtime probabilistic turing machines in a companion paper zero knowledge ipss with pfa verifiers are investigated"
32 "the zero knowledge properties of interactive proof systems ipss are" "the zero knowledge properties of interactive proof systems ipss are studied in the case that the verifier is a way probabilistic finite state automaton pfa the following results are proved there is a language l such that l has an ips with pfa verifiers but l has no zero knowledge ips with pfa verifiers consider the class of pfas that are sweeping and that halt in polynomial expected time there is a language l such that l has a zero knowledge ips with respect to this class of verifiers and l cannot be recognized by any verifier in the class on its own a new definition of zero knowledge is introduced this definition captures a concept of zero knowledge for ipss that are used for language recognition"
33 "a new algebraic technique for the construction of interactive proof" "a new algebraic technique for the construction of interactive proof systems is presented our technique is used to prove that every language in the polynomialtime hierarchy has an interactive proof system this technique played a pivotal role in the recent proofs that ip pspace and that mip nexp"
34 "in this paper it is proven that when both randomization" "in this paper it is proven that when both randomization and interaction are allowed the proofs that can be verified in polynomial time are exactly those proofs that can be generated with polynomial space"
35 "lund et al have proved that ph is contained in" "lund et al have proved that ph is contained in ip shamir improved this technique and proved that pspace ip in this note a slightly simplified version of shamirs proof is presented using degree reductions instead of simple qbfs"
36 "in a distributed system node failures network delays and other" "in a distributed system node failures network delays and other unpredictable occurences can result in orphan computationssubcomputations that continue to run but whose results are no longer needed several algorithms have been proposed to prevent such computations from seeing inconsistent states of the shared data in this paper two such orphan management algorithms are analyzed the first is an algorithm implemented in the argus distributedcomputing system at mit and the second is an algorithm proposed at carnegiemellon the algorithms are described formally and complete proofs of their correctness are given the proofs show that the fundamental concepts underlying the two algorithms are very similar in that each can be regarded as an implementation of the same highlevel algorithm by exploiting properties of information flow within transaction management systems the algorithms ensure that orphans only see states of the shared data that they could also see if they were not orphans when the algorithms are used in combination with any correct concurrency control algorithm they guarantee that all computations orphan as well as nonorphan see consistent states of the shared data"
37 "the debruijn graph bn is the state diagram for an" "the debruijn graph bn is the state diagram for an nstage binary shift register it has n vertices and n edges in this papers it is shown that bn can be built by appropriately wiring together ie connecting together with extra edges many isomorphic copies of a fixed graph which is called a building block for bn the efficiency of such a building block is refined as the fraction of the edges of bn which are present in the copies of the building block it is then shown among other things that for any agr there exists a graph g which is a building block for bn of efficiency agr for all sufficiently large n these results are illustrated by describing how a special hierarchical family of building blocks has been used to construct a very large viterbi decoder whose floorplan is the graph b which will be used on nasas galileo mission"
38 "a framework for efficient dataflow analyses of logic programs is" "a framework for efficient dataflow analyses of logic programs is investigated a number of problems arise in this context aliasing effects can make analysis computationally expensive for sequential logic programming languages synchronization issues can complicate the analysis of parallel logic programming languages and finiteness restrictions to guarantee termination can limit the expressive power of such analyses our main result is to give a simple characterization of a family of flow analyses where these issues can be ignored without compromising soundness this results in algorithms that are simple to verify and implement and efficient in execution based on this approach we describe an efficient algorithm for flow analysis of sequential logic programs extend this approach to handle parallel executions and finally describe how infinite chains in the analysis domain can be accommodated without compromising termination"
39 "a highlevel knowledgebased approach for deriving a family of protocols" "a highlevel knowledgebased approach for deriving a family of protocols for the sequence transmission problem is presented the protocols of aho et al the alternating bit protocol and stennings protocol are all instances of one knowledgebased protocol that is derived the derivation in this paper leads to transparent and uniform correctness proofs for all these protocols"
40 "in bernhart and kainen conjectured that graphs of fixed genus" "in bernhart and kainen conjectured that graphs of fixed genus g have unbounded pagenumber in this paper it is proven that genus g graphs can be embedded in og pages thus disproving the conjecture an ohgrg lower bound is also derived the first algorithm in the literature for embedding an arbitrary graph in a book with a nontrivial upper bound on the number of pages is presented first the algorithm computes the genus g of a graph using the algorithm of filotti miller reif which is polynomialtime for fixed genus second it applies an optimaltime algorithm for obtaining an ogpage book embedding separate book embedding algorithms are given for the cases of graphs embedded in orientable and nonorientable surfaces an important aspect of the construction is a new decomposition theorem of independent interest for a graph embedded on a surface book embedding has application in several areas two of which are directly related to the results obtained faulttolerant vlsi and complexity theory"
41 "this paper presents an efficient algorithm to solve one of" "this paper presents an efficient algorithm to solve one of the task allocation problems task assignment in an heterogeneous multiple processors system is investigated the cost function is formulated in order to measure the intertask communication and processing costs in an uncapacited network a formulation of the problem in terms of the minimization of a submodular quadratic pseudoboolean function with assignment constraints is then presented the use of a branchandbound algorithm using a lagrangean relaxation of these constraints is proposed the lower bound is the value of an approximate solution to the lagrangean dual problem a zeroduality gap that is a saddle point is characterized by checking the consistency of a pseudoboolean equation a solution is found for largescale problems eg processors tasks and task communications or processors tasks and task communications excellent experimental results were obtained which are due to the weak frequency of a duality gap and the efficient characterization of the zerogap for practical purposes this is achieved in linear time moreover from the saddle point it is possible to derive the optimal task assignment"
42 "dynamic programming solutions to a number of different recurrence equations" "dynamic programming solutions to a number of different recurrence equations for sequence comparison and for rna secondary structure prediction are considered these recurrences are defined over a number of points that is quadratic in the input size however only a sparse set matters for the result efficient algorithms for these problems are given when the weight functions used in the recurrences are taken to be linear the time complexity of the algorithms depends almost linearly on the number of points that need to be considered when the problems are sparse this results in a substantial speedup over known algorithms"
43 "dynamic programming solutions to two recurrence equations used to compute" "dynamic programming solutions to two recurrence equations used to compute a sequence alignment from a set of matching fragments between two strings and to predict rna secondary structure are considered these recurrences are defined over a number of points that is quadratic in the input size however only a sparse set matters for the result efficient algorithms are given for solving these problems when the cost of a gap in the alignment or a loop in the secondary structure is taken as a convex or concave function of the gap or loop length the time complexity of our algorithms depends almost linearly on the number of points that need to be considered when the problems are sparse this results in a substantial speedup over known algorithms"
44 "the problem of testing membership in aperiodic or groupfree transformation" "the problem of testing membership in aperiodic or groupfree transformation monoids is the natural counterpart to the wellstudied membership problem in permutation groups the class a of all finite aperiodic monoids and the class g of all finite groups are two examples of varieties the fundamental complexity units in terms of which finite monoids are classified the collection of all varieties v forms an infinite lattice under the inclusion ordering with the subfamily of varieties that are contained in a forming an infinite sublattice for each v a the associated problem membv of testing membership in transformation monoids that belong to v is considered remarkably the computational complexity of each such problem turns out to look familiar moreover only five possibilities occur as v ranges over the whole aperiodic sublattice with one family of nphard exceptions whose exact status is still unresolved any such membv is either pspacecomplete npcomplete pcomplete or in ac these results thus uncover yet another surprisingly tight link between the theory of monoids and computational complexity theory"
45 "traditional work in inductive inference has been to model a" "traditional work in inductive inference has been to model a learner receiving data about a function f and trying to learn the function the data is usually just the values f f the scenario is modeled so that the learner is also allowed to ask questions about the data eg khgr khgr fkhgr an important parameter is the language that the lerner may use to formulate queries we show that for most languages a learner can learn more by asking questions than by passively receiving data mathematical tools used include the solution to hilberts tenth problem the decidability of presuburger arithmetic and ohgrautomata"
46 "methods are given for automatically verifying temporal properties of concurrent" "methods are given for automatically verifying temporal properties of concurrent systems containing an arbitrary number of finitestate processes that communicate using ccs actions two models of systems are considered systems in the first model consist of a unique control process and an arbitrary number of user processes with identical definitions for this model a decision procedure to check whether all the executions of a process satisfy a given specification is presented this algorithm runs in time double exponential in the sizes of the control and the user process definitions it is also proven that it is decidable whether all the fair executions of a process satisfy a given specification the second model is a special case of the first in this model all the processes have identical definitions for this model an efficient decision procedure is presented that checks if every execution of a process satisfies a given temporal logic specification this algorithm runs in time polynomial in the size of the process definition it is shown how to verify certain global properties such as mutual exclusion and absence of deadlocks finally it is shown how these decision procedures can be used to reason about certain systems with a communication network"
47 "it is proven that monotone circuits computing the perfect matching" "it is proven that monotone circuits computing the perfect matching function on nvertex graphs require ohgrn depth this implies an exponential gap between the depth of monotone and nonmonotone circuits"
48 "the main contribution of this work is an on log" "the main contribution of this work is an on log n ktime algorithm for computing all k intersections among n line segments in the plane this time complexity is easily shown to be optimal within the same asymptotic cost our algorithm can also construct the subdivision of the plane defined by the segments and compute which segment if any lies right above or below each intersection and each endpoint the algorithm has been implemented and performs very well the storage requirement is on the order of n k in the worst case but it is considerably lower in practice to analyze the complexity of the algorithm an amortization argument based on a new combinatorial theorem on line arrangements is used"
49 "a deterministic olog ntime algorithm for the problem of routing" "a deterministic olog ntime algorithm for the problem of routing an aribitrary permutation on an nprocessor boundeddegree network with bounded buffers is presented unlike all previous deterministic solutions to this problem our routing scheme does not reduce the routing problem to sorting and does not use the sorting network of ajtai et al consequently the constant in the run time of our routing scheme is substantially smaller and the network topology is significantly simpler"
50 "a domainindependent formula of firstorder predicate calculus is a formula" "a domainindependent formula of firstorder predicate calculus is a formula whose evaluation in a given interpretation does not change when we add a new constant to the interpretation domain the formulas used to express queries integrity constraints or deductive rules in the database field that have an intuitive meaning are domain independent that is the reason why this class is of great interest in practice unfortunately this class is not decidable and the problem is to characterize new subclasses as large as possible which are decidable a syntactic characterization of a class of formulas the evaluable formulas which are proved to be domain independent are provided this class is defined only for functionfree formulas it is also proved that the class of evaluable formulas contains the other classes of syntactically characterized domainindependent formulas usually found in the literature namely rangeseparable formulas and rangerestricted formulas finally it is shown that the expressive power of evaluable formulas is the same as that of domainindependent formulas that is each domainindependent formula admits an equivalent evaluable one an important advantage of this characterization is that to check if a formula is evaluable it is not necessary to transform it to a normal form as is the case for rangerestricted formulas"
